source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0475,PART_2,10,10:35,SECONDARY_BOOK,B,3,Dick Russell,The Man Who Knew Too Much,"New York: Carroll & Graf, 1992",1992,,,306-7,Baker cites this source in chapter 10 in connection with The Man Who Knew Too Much; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Carroll & Graf,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 35: See Dick Russell, The Man Who Knew Too Much (New York: Carroll & Graf, 1992), pp. 306-7."
BKR-0476,PART_2,10,10:36,OTHER,C,3,Tad Szulc,"Cuba on Our Minds,",,1974,,,,"Baker cites this source in chapter 10 in connection with Cuba on Our Minds,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Cuba; Our Minds; Tad Szulc,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 36: Tad Szulc, “Cuba on Our Minds,” Esquire, January 1974"
BKR-0477,PART_2,10,10:38;10:39,OTHER,C,3,,"Secret Agenda, pp",,,,,119; 27-29,"Baker cites this source in chapter 10 in connection with Secret Agenda, pp; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Secret Agenda,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 38: Hougan, Secret Agenda, pp. 27-29. || Ch. 10, note 39: Ibid., p. 119."
BKR-0478,PART_2,10;11,10:42;11:37;11:38,SECONDARY_BOOK,B,3,John Dean,Blind Ambition: The White House Years,"New York: Simon & Schuster, 1976",1976,,,256-57; 314-15; 317,Baker cites this source in chapter 10 in connection with Blind Ambition: The White House Years; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with Blind Ambition: The White House Years; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Blind Ambition; John Dean; Simon & Schuster,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 42: John Dean, Blind Ambition: The White House Years (New York: Simon & Schuster, 1976), pp. 256-57. || Ch. 11, note 37: John Dean, Blind Ambition: The White House Years (New York: Simon & Schuster, 1976), pp. 314-15. || Ch. 11, note 38: Ibid., p. 317."
BKR-0479,PART_2,10,10:43,SECONDARY_BOOK,B,3,Renata Adler,Canaries in the Mines: Essays on Politics and Media,"New York: Macmillan, 2001",2001,,,82,Baker cites this source in chapter 10 in connection with Canaries in the Mines: Essays on Politics and Media; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Politics and Media; Renata Adler,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 43: Renata Adler, Canaries in the Mines: Essays on Politics and Media (New York: Macmillan, 2001), p. 82."
BKR-0480,PART_2,10,10:45,OTHER,C,3,,"Rosen, The Strong Man, p.",,"June 15, 1987",,,295,"Baker cites this source in chapter 10 in connection with Rosen, The Strong Man, p.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,John Mitchell; Len Colodny,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 45: Rosen, The Strong Man, p. 295, citing a June 15, 1987, interview of John Mitchell by Len Colodny."
BKR-0481,PART_2,10,10:46,SECONDARY_BOOK,B,3,For a detailed description of Woodward’s background,"see Adrian Havill, Deep Truth: The Lives of Bob Woodward and Carl Bernstein","New York: Birch Lane Press, 1993",1993,,,,"Baker cites this source in chapter 10 in connection with see Adrian Havill, Deep Truth: The Lives of Bob Woodward and Carl Bernstein; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Adrian Havill; Birch Lane Press; Carl Bernstein; Deep Truth,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 46: For a detailed description of Woodward’s background, see Adrian Havill, Deep Truth: The Lives of Bob Woodward and Carl Bernstein (New York: Birch Lane Press, 1993)."
BKR-0482,PART_2,10,10:48,OTHER,C,3,Brendan McGarry,"Uncovering History: Editor Looks Back at Breaking the Watergate Story,",,"August 1, 2004",,,,"Baker cites this source in chapter 10 in connection with Uncovering History: Editor Looks Back at Breaking the Watergate Story,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Breaking the Watergate Story; Brendan McGarry; Editor Looks Back; Saratoga Springs; Uncovering History; Watergate,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 48: Brendan McGarry, “Uncovering History: Editor Looks Back at Breaking the Watergate Story,” Saratogian (Saratoga Springs, NY), August 1, 2004."
BKR-0483,PART_2,10,10:50,OTHER,C,3,,"CIA wunderkind Frank Wisner and of Prescott Bush—and a generous ground-floor investor in Poppy Bush’s first, fledgling Midland business, the landman firm of Bush-Overbey",CIA,,CIA wunderkind Frank Wisner and of Prescott,CIA,,"Baker cites this source in chapter 10 in connection with CIA wunderkind Frank Wisner and of Prescott Bush—and a generous ground-floor investor in Poppy Bush’s first, fledgling Midland business, the landman firm of Bush-Overbey; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,CIA; Frank Wisner and of Prescott Bush; Katharine Graham’s; Poppy Bush’s; Prescott Bush; World War II. Post,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 50: Bradlee served in naval intelligence during World War II. Post publisher Katharine Graham’s deceased father had been a great fan of the intelligence services, a close friend of CIA wunderkind Frank Wisner and of Prescott Bush—and a generous ground-floor investor in Poppy Bush’s first, fledgling Midland business, the landman firm of Bush-Overbey."
BKR-0484,PART_2,10,10:50,PRIMARY_CONTEMPORARY_NEWS,B,3,Deborah Davis,Katharine the Great: Katharine Graham and the Washington Post,"Bethesda, MD: National Press, 1979",1979,,,,Baker cites this source in chapter 10 in connection with Katharine the Great: Katharine Graham and the Washington Post; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Katharine Graham and the Washington Post; Katharine the Great; National Press,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 50: See Deborah Davis, Katharine the Great: Katharine Graham and the Washington Post (Bethesda, MD: National Press, 1979)."
BKR-0485,PART_2,10,10:53,PRIMARY_CONTEMPORARY_NEWS,B,3,Eric Boehlert,"Team Bush Declares War on the New York Times,",New York Times,"October 19, 2004",,,,"Baker cites this source in chapter 10 in connection with Team Bush Declares War on the New York Times,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Eric Boehlert; Team Bush Declares War,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 53: Eric Boehlert, “Team Bush Declares War on the New York Times,” Guardian (U.K.), October 19, 2004."
BKR-0486,PART_2,10,10:54,PRIMARY_CONTEMPORARY_NEWS,B,3,Richard Harwood,"O What a Tangled Web the CIA Wove,",Washington Post,,CIA Wove,CIA,,"Baker cites this source in chapter 10 in connection with O What a Tangled Web the CIA Wove,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original CIA referenced or described by this secondary source, with complete provenance",CIA; Richard Harwood; Tangled Web the CIA Wove; Washington Post,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 54: Richard Harwood, “O What a Tangled Web the CIA Wove,” Washington Post, February"
BKR-0487,PART_2,10,10:61,MEMOIR_AUTOBIOGRAPHY,C,3,,house appearsto have been obscured by Barbara Bush in an error she introduced into her book Barbara Bush: A Memoir—in almost exactly the manner she had used with the letters she wrote a,,"November 22, 1963",,,90,Baker cites this source in chapter 10 in connection with house appearsto have been obscured by Barbara Bush in an error she introduced into her book Barbara Bush: A Memoir—in almost exactly the manner she had used with the letters she wrote a; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Aleene Smith; Barbara Bush; Jane Kenny; State Department; Tom Lias,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 61: The important fact that Poppy had hired Lias out of his office supervising Townhouse appearsto have been obscured by Barbara Bush in an error she introduced into her book Barbara Bush: A Memoir—in almost exactly the manner she had used with the letters she wrote about November 22, 1963. “There were 11 floors of State Department people at the US mission—for the most part, very able and dedicated people,” wrote Barbara. “George brought Tom Lias, Jane Kenny, and Aleene Smith with him from his congressional office.” Barbara Bush: A Memoir (New York: Scribner, 1994), p. 90."
BKR-0488,PART_2,10,10:62,PRIMARY_CONTEMPORARY_NEWS,B,3,,"John Dean’s phone logs, NationalArchives.",Nation,,,,,"Baker cites this source in chapter 10 in connection with John Dean’s phone logs, NationalArchives.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,John Dean’s,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 62: John Dean’s phone logs, NationalArchives."
BKR-0489,PART_2,10;11,10:64;11:1,SECONDARY_BOOK,B,3,Lowell P. Weicker Jr.,"with Barry Sussman, Maverick: A Life in Politics","New York: Little, Brown and Company, 1995",1995,,,27-28; 54,"Baker cites this source in chapter 10 in connection with with Barry Sussman, Maverick: A Life in Politics; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this in support of the surrounding discussion: Bud Krogh.” On March 24, Krogh shifted gears, including Dean on a list of four people he was recommending for “personnel recruitment.” It is not clear how Krogh knew Dean or why he became so determined to bring Dean into the White House—or whether he was told to do so. “He has been one of my closest confidants in developing Congressional strategy,” Krogh wrote to Haldeman. Krogh ultimately got Dean hired without a background check.t",,Barry Sussman; Brown and Company; Lowell P. Weicker Jr,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 64: Lowell P. Weicker Jr., with Barry Sussman, Maverick: A Life in Politics (New York: Little, Brown and Company, 1995), pp. 27-28. || Ch. 11, note 1: Lowell P. Weicker Jr. with Barry Sussman, Maverick: A Life in Politics (Boston, Little, Brown, 1995), pp. 54, 59-60."
BKR-0490,PART_2,10,10:70,OTHER,C,3,,House members,,,,,,Baker cites this source in chapter 10 in connection with House members; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,GOP House,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 70: The Bull Elephant Club was composed of male assistants to GOP House members."
BKR-0491,PART_2,10,10:74;10:75,SECONDARY_BOOK,B,3,“Telephone conversation,"the President and John Dean, March 20, 1973, 7:29—7:43P.M.,” The White House Transcripts","New York: Viking Press, 1974","March 20, 1973",,,128; 130-31,"Baker cites this source in chapter 10 in connection with the President and John Dean, March 20, 1973, 7:29—7:43P.M.,” The White House Transcripts; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,President and John Dean; Viking Press,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 74: “Telephone conversation, the President and John Dean, March 20, 1973, 7:29—7:43P.M.,” The White House Transcripts (New York: Viking Press, 1974), p. 128. || Ch. 10, note 75: Ibid., pp. 130-31."
BKR-0492,PART_2,10,10:76,OTHER,C,3,John H. Taylor,"Cutting the NixonTapes,",,1998,,,,"Baker cites this source in chapter 10 in connection with Cutting the NixonTapes,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,American Spectator; Cutting the NixonTapes; John H. Taylor,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 10, note 76: See also John H. Taylor, “Cutting the NixonTapes,” American Spectator, March 1998."
BKR-0493,PART_2,11,11:2,OTHER,C,3,,"According to a February 16, 1972, memo from Gordon Strachan to H.",,"February 16, 1972",,,,"Baker cites this in support of the surrounding discussion: The person who was most potentially problematic in that regard was Carmine Bellino, the Senate committee’s chief investigator. An old associate of the Kennedys, he had been around the block a few times—and if anything smelling of 1963 surfaced, he would be most likely to follow it up.",,Ed DeBolt; Florida and Texas; Gordon Strachan; H. R. Haldeman; January and; RNC,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 2: According to a February 16, 1972, memo from Gordon Strachan to H. R. Haldeman: “The registration drive (Target ’72) begins in Florida and Texas in January and will continue through the spring. Ed DeBolt at the RNC is the man responsible to register 11.2 million Republicans by May 15 and 8 million by October 1972.”"
BKR-0494,PART_2,11,11:4,OTHER,C,3,Richard J. McGowan,"Watergate Revisited,",,2003,,,,"Baker cites this in support of the surrounding discussion: If he was one of the recipients, whether as beneficiary or victim of a setup, how could he be one of the authors of the scheme itself? And if that failed, he also had a perfect friend: Leon Jaworski.O",,Barnes Review; Richard J. McGowan; Watergate; Watergate Revisited,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 4: Richard J. McGowan, “Watergate Revisited,” Barnes Review, March 2003."
BKR-0495,PART_2,11,11:6,PRIMARY_CONTEMPORARY_NEWS,B,3,,"Weicker, Maverick, p.",Time,1970,,,63,"Baker cites this source in chapter 11 in connection with Weicker, Maverick, p.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original interview referenced or described by this secondary source, with complete provenance",D.C. As Weicker,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 6: Weicker, Maverick, p. 63. Back in 1970, according to Gleason, when he had tried to deliver the cash to Weicker, he had not been able to make it all the way to Connecticut that day. Instead, he had made the delivery to Weicker’s campaign committee in Washington, D.C. As Weicker explained to me in a 2008 interview, “Jack didn’t have the time, and I didn’t have the time to meet him, to receive the money personally. And therefore, probably by luck, I escaped the violation of the law. Had I received it, instead of my campaign manager [who duly reported the donation], that would have been something different.”"
BKR-0496,PART_2,11,11:12,OTHER,C,3,,"Unpublished interview by Len Colodny of John Ehrlichman, April 29, 1986.",,"April 29, 1986",,,,"Baker cites this source in chapter 11 in connection with Unpublished interview by Len Colodny of John Ehrlichman, April 29, 1986.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Len Colodny of John Ehrlichman,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 12: Unpublished interview by Len Colodny of John Ehrlichman, April 29, 1986."
BKR-0497,PART_2,11,11:14,OTHER,C,3,Charles W. Colson,Memorandum from Charles W. Colson to Len Colodny,,"June 23, 1993",,,,Baker cites this source in chapter 11 in connection with Memorandum from Charles W. Colson to Len Colodny; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Charles W. Colson; Len Colodny,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 14: Unpublished memorandum from Charles W. Colson to Len Colodny, June 23, 1993."
BKR-0498,PART_2,11,11:16,SECONDARY_BOOK,B,3,For more on Krogh,"Prosterman, and Vietnam, see, generally: Egil “Bud” Krogh with MatthewKrogh, /ntegrity: Good People, Bad Choices and Life Lessons from the White House","New York: public affairs, 2007",2007,,,,"Baker cites this source in chapter 11 in connection with Prosterman, and Vietnam, see, generally: Egil “Bud” Krogh with MatthewKrogh, /ntegrity: Good People, Bad Choices and Life Lessons from the White House; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bad Choices and Life Lessons; Good People; White House,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 16: For more on Krogh, Prosterman, and Vietnam, see, generally: Egil “Bud” Krogh with MatthewKrogh, /ntegrity: Good People, Bad Choices and Life Lessons from the White House (New York: public affairs, 2007)."
BKR-0499,PART_2,11,11:20;11:23,MEMOIR_AUTOBIOGRAPHY,C,3,G. Gordon Liddy,Will: The Autobiography of G. Gordon Liddy,"New York: Macmillan, 1991",1991,,,251-52,Baker cites this source in chapter 11 in connection with Will: The Autobiography of G. Gordon Liddy; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,E. Howard Hunt; G. Gordon Liddy; Will. E. Howard Hunt,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 20: G. Gordon Liddy, Will: The Autobiography of G. Gordon Liddy (New York: Macmillan, 1991), pp. 251-52. || Ch. 11, note 23: Liddy, Will. E. Howard Hunt would later confirm Liddy’s version, reporting that Liddy explained, “Dean tells me there’s plenty of money available—half a million.”"
BKR-0500,PART_2,11,11:26,PRIMARY_CONTEMPORARY_NEWS,B,3,For an account of this from Robert Bennett,see the three-hour documentary John Ehrlichman.: In the Eye of the Storm,"American International Tele vision, 1997",1997,documentary,,,Baker cites this source in chapter 11 in connection with see the three-hour documentary John Ehrlichman.: In the Eye of the Storm; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,American International Tele; In the Eye of the Storm; John Ehrlichman; Robert Bennett; Tom Clancy,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 26: For an account of this from Robert Bennett, see the three-hour documentary John Ehrlichman.: In the Eye of the Storm (American International Tele vision, 1997), hosted by the author Tom Clancy."
BKR-0501,PART_2,11,11:29,PRIMARY_CONTEMPORARY_NEWS,B,3,J. Anthony Lukas,"“Good Man’s Bad Book, Bad Man’s Good Book,",New York Times,"October 31, 1976",,,,"Baker cites this source in chapter 11 in connection with “Good Man’s Bad Book, Bad Man’s Good Book,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bad Man’s Good Book; Good Man’s Bad Book; J. Anthony Lukas,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 29: J. Anthony Lukas, ““Good Man’s Bad Book, Bad Man’s Good Book,” New York Times Book Review, October 31, 1976."
BKR-0502,PART_2,11,11:33,OTHER,C,3,Bill Choyke,Is Fensterwald a CIA Plant?,CIA,"October 4, 1976",CIA Plant,CIA,,Baker cites this source in chapter 11 in connection with Is Fensterwald a CIA Plant?; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bill Choyke; CIA; CIA Plant; Is Fensterwald; Washington Star,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 33: Bill Choyke, “Is Fensterwald a CIA Plant?” Washington Star, October 4, 1976."
BKR-0503,PART_2,11,11:34;11:68,SECONDARY_BOOK,B,3,Philip Agee and Louis Wolf,Dirty Work: The CIA in Western Europe,"New York: Lyle Stuart, 1978",1978,CIA in Western Europe,CIA,133,Baker cites this source in chapter 11 in connection with Dirty Work: The CIA in Western Europe; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original CIA referenced or described by this secondary source, with complete provenance",CIA; Dirty Work; Lyle Stuart; Philip Agee and Louis Wolf; Western Europe,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 34: Philip Agee and Louis Wolf, Dirty Work: The CIA in Western Europe (New York: Lyle Stuart, 1978), p. 133. || Ch. 11, note 68: Philip Agee and Louis Wolf, Dirty Work: The CIA in Western Europe (New York: Lyle Stuart, 1978), p. 133."
BKR-0504,PART_2,11,11:35,SECONDARY_BOOK,B,3,John Stauber and Sheldon Rampton,"Toxic Sludge Is Good for You: Lies, Damn Lies and the Public Relations Industry","Monroe, ME: Common Courage Press, 1995",1995,,,152-53,"Baker cites this source in chapter 11 in connection with Toxic Sludge Is Good for You: Lies, Damn Lies and the Public Relations Industry; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Common Courage Press; Damn Lies and the Public Relations; John Stauber and Sheldon Rampton; Toxic Sludge Is Good for You,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 35: John Stauber and Sheldon Rampton, Toxic Sludge Is Good for You: Lies, Damn Lies and the Public Relations Industry (Monroe, ME: Common Courage Press, 1995), pp. 152-53."
BKR-0505,PART_2,11,11:36,PRIMARY_CONTEMPORARY_NEWS,B,3,Hays Gorey,"John Dean Warns: A Mile to Go,",Time,"June 4, 1973",,,,"Baker cites this source in chapter 11 in connection with John Dean Warns: A Mile to Go,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Hays Gorey; John Dean Warns,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 36: Hays Gorey, “John Dean Warns: A Mile to Go,” Time, June 4, 1973."
BKR-0506,PART_2,11,11:41;11:42,PRIMARY_CONTEMPORARY_NEWS,B,3,,"“Lowell Weicker Gets Mad,” Time, July 9, 1973.",Time,"July 9, 1973",,,,"Baker cites this source in chapter 11 in connection with “Lowell Weicker Gets Mad,” Time, July 9, 1973.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with Ibid.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Lowell Weicker Gets Mad,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 41: “Lowell Weicker Gets Mad,” Time, July 9, 1973. || Ch. 11, note 42: Ibid."
BKR-0507,PART_2,11,11:47,PRIMARY_CONTEMPORARY_NEWS,B,3,A. Robert Smith,"The Butterfield Exchange,",New York Times,"July 20, 1975",,,,"Baker cites this source in chapter 11 in connection with The Butterfield Exchange,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,A. Robert Smith,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 47: A. Robert Smith, “The Butterfield Exchange,” New York Times, July 20, 1975."
BKR-0508,PART_2,11,11:53,SECONDARY_BOOK,B,3,See,"generally, Ken Gormley and Elliot Richardson, Archibald Cox: Conscience of a Nation","Cambridge, MA: DaCapo Press, 1999",1999,,,,"Baker cites this source in chapter 11 in connection with generally, Ken Gormley and Elliot Richardson, Archibald Cox: Conscience of a Nation; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Archibald Cox; Colodny and Gettlin; Conscience of; DaCapo Press; Ken Gormley and Elliot Richardson; Silent Coup,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 53: See, generally, Ken Gormley and Elliot Richardson, Archibald Cox: Conscience of a Nation (Cambridge, MA: DaCapo Press, 1999); see also Colodny and Gettlin, Silent Coup, chapter 21."
BKR-0509,PART_2,11,11:54;11:55,MEMOIR_AUTOBIOGRAPHY,C,3,Leon Jaworski with Mickey Herskowitz,Confession and Avoidance: A Memoir,"Garden City, NY: Anchor, 1979",1979,,,183,Baker cites this source in chapter 11 in connection with Confession and Avoidance: A Memoir; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Confession and Avoidance; Garden City; George W. Bush; George W. Bush’s; Leon Jaworski; Mickey Herskowitz,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 54: Leon Jaworski with Mickey Herskowitz, Confession and Avoidance: A Memoir (Garden City, NY: Anchor, 1979), p. 183. (Herskowitz would be George W. Bush’s temporary ghostwriter twenty years later. || Ch. 11, note 55: Jaworski, Confession and Avoidance, pp. 183, 195."
BKR-0510,PART_2,11,11:57,SECONDARY_BOOK,B,3,Bernard A. Weisberger,"Cold War, Cold Peace: The United States and Rus sia Since 1945","Boston: Houghton Mifflin, 1984",1945,,,295,"Baker cites this source in chapter 11 in connection with Cold War, Cold Peace: The United States and Rus sia Since 1945; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bernard A. Weisberger; Cold Peace; Cold War; Houghton Mifflin,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 57: Bernard A. Weisberger, Cold War, Cold Peace: The United States and Rus sia Since 1945 (Boston: Houghton Mifflin, 1984), p. 295."
BKR-0511,PART_2,11,11:58,SECONDARY_BOOK,B,3,Joseph A. Califano Jr.,Inside: A Public and Private Life,"New York: PublicA ffairs, 2004",2004,,,216-17,Baker cites this source in chapter 11 in connection with Inside: A Public and Private Life; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Joseph A. Califano Jr; Public and Private Life,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 58: Joseph A. Califano Jr., Inside: A Public and Private Life (New York: PublicA ffairs, 2004), pp. 216-17."
BKR-0512,PART_2,11,11:59;11:60,MEMOIR_AUTOBIOGRAPHY,C,3,George Bush,All the Best: My Life in Letters and Other Writings,"New York: Scribner, 1999",1999,,,186,Baker cites this source in chapter 11 in connection with All the Best: My Life in Letters and Other Writings; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,All the Best; George Bush; Letters and Other Writings,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 59: George Bush, All the Best: My Life in Letters and Other Writings (New York: Scribner, 1999), p. 186. || Ch. 11, note 60: Ibid., p. 186."
